"","Variable","Coefficient","Coefficient/ATE"
"80","IN_CH_STATE_SP_x_CH_FUNDAMENTAL_EDU_I",-0.2156,-0.06
"81","FC_COMPUTER_LAB",-0.2509,-0.07
"82","FC_INTERNET",-0.2548,-0.07
"83","IN_CH_STATE_PR_x_CH_RURAL",-0.2573,-0.07
"84","IN_CH_STATE_RJ_x_CH_MUNICIPAL",-0.2669,-0.07
"85","IN_CH_STATE_MG_x_FC_NO_SPORTS_QUAD",-0.2864,-0.08
"86","IN_CH_SCHOOL_LARGE_SIZE_x_FC_TV_EQUIPMENT",-0.3073,-0.08
"87","IN_CH_STATE_MG_x_CH_RURAL",-0.3162,-0.08
"88","IN_CH_RURAL_x_FC_ANTENNA_EQUIPMENT",-0.32,-0.08
"89","IN_CH_STATE_MG_x_FC_SEWAGE_PUBLIC",-0.3318,-0.09
"90","IN_CH_MUNICIPAL_x_FC_ANTENNA_EQUIPMENT",-0.3643,-0.1
"91","IN_CH_STATE_x_FC_ELECTR_PUBLIC",-0.3709,-0.1
"92","IN_CH_STATE_AP_x_CH_SCHOOL_LARGE_SIZE",-0.3745,-0.1
"93","IN_CH_STATE_ES_x_CH_PRIVATE",-0.4343,-0.12
"94","IN_CH_STATE_SP_x_CH_RURAL",-0.4799,-0.13
"95","IN_CH_STATE_MA_x_FC_SEWAGE_PUBLIC",-0.4946,-0.13
"96","IN_CH_STATE_PR_x_FC_NO_SPORTS_QUAD",-0.5021,-0.13
"97","IN_CH_RURAL_x_FC_SEWAGE_PUBLIC",-0.5823,-0.15
"98","IN_CH_STATE_SP_x_FC_NO_SPORTS_QUAD",-0.6021,-0.16
"99","IN_CH_SCHOOL_LARGE_SIZE_x_FC_ELECTR_PUBLIC",-0.6144,-0.16
"100","IN_CH_MUNICIPAL_x_FC_HAS_SPORTS_QUAD",-0.6156,-0.16
"101","IN_CH_STATE_AL_x_CH_SCHOOL_LARGE_SIZE",-0.6522,-0.17
"102","IN_CH_PRIVATE_x_FC_LIBRARY",-0.7437,-0.2
"103","IN_CH_MUNICIPAL_x_FC_LIBRARY",-0.7453,-0.2
"104","IN_CH_STATE_SC_x_FC_TV_EQUIPMENT",-0.7548,-0.2
"105","IN_CH_STATE_RS_x_CH_MUNICIPAL",-0.8743,-0.23
"106","IN_CH_URBAN_x_FC_WATER_PUBLIC",-0.9961,-0.26
"107","IN_CH_RURAL_x_FC_LIBRARY",-1.001,-0.27
"108","IN_CH_FUNDAMENTAL_EDU_I_x_FC_LIBRARY",-1.0155,-0.27
"109","IN_CH_URBAN_x_FC_INTERNET",-1.0203,-0.27
"110","STR_TEACHERS_INCOMPLETE_FUNDEDU",-1.0942,-0.29
"111","IN_CH_STATE_RS_x_FC_NO_SPORTS_QUAD",-1.1274,-0.3
"112","IN_CH_SCHOOL_LARGE_SIZE_x_FC_NO_SPORTS_QUAD",-1.2152,-0.32
"113","IN_CH_STATE_SP_x_CH_PRIVATE",-1.3173,-0.35
"114","IN_CH_STATE_RS_x_CH_RURAL",-2.1691,-0.58
"115","IN_CH_STATE_PR_x_CH_MUNICIPAL",-2.1814,-0.58
"116","IN_CH_RURAL_x_FC_HAS_SPORTS_QUAD",-2.2457,-0.6
"117","IN_CH_URBAN_x_FC_COMPUTER",-2.4947,-0.66
"118","IN_CH_STATE_MA_x_CH_STATE",-2.9609,-0.79
"119","IN_CH_STATE_x_FC_TV_EQUIPMENT",-3.1289,-0.83
"120","IN_CH_PRIVATE_x_FC_INTERNET",-4.7328,-1.26
"121","IN_CH_FEDERAL_x_FC_INTERNET",-5.4877,-1.46
"122","IN_CH_FEDERAL_x_FC_COMPUTER_LAB",-8.2158,-2.18
"123","IN_CH_STATE_ES_x_CH_FEDERAL",-12.996,-3.45
"124","IN_CH_STATE_RO_x_CH_FEDERAL",-13.5676,-3.6
"125","IN_CH_STATE_PE_x_CH_FEDERAL",-19.0044,-5.04
