"","Variable","Coefficient","Coefficient/ATE"
"78","IN_CH_STATE_RJ_x_FC_ANTENNA_EQUIPMENT",-0.1296,-0.21
"79","IN_CH_STATE_ES_x_CH_URBAN",-0.1587,-0.25
"80","IN_CH_STATE_AL_x_CH_FUNDAMENTAL_EDU_T",-0.1674,-0.27
"81","IN_CH_STATE_MA_x_FC_SEWAGE_PUBLIC",-0.1823,-0.29
"82","IN_CH_FEDERAL_x_FC_SEWAGE_PUBLIC",-0.1835,-0.29
"83","IN_CH_STATE_RJ_x_CH_MUNICIPAL",-0.1843,-0.29
"84","IN_CH_STATE_AM_x_CH_MUNICIPAL",-0.1885,-0.3
"85","IN_CH_STATE_SC_x_FC_COMPUTER",-0.2002,-0.32
"86","FC_WATER",-0.21,-0.34
"87","IN_CH_STATE_RJ_x_FC_COMPUTER",-0.2212,-0.35
"88","IN_CH_STATE_CE_x_FC_SCIENCE_LAB",-0.2388,-0.38
"89","IN_CH_STATE_SC_x_FC_NO_SPORTS_QUAD",-0.2423,-0.39
"90","IN_CH_STATE_RJ_x_FC_COMPUTER_LAB",-0.2458,-0.39
"91","IN_CH_STATE_SP_x_CH_SCHOOL_LARGE_SIZE",-0.2487,-0.4
"92","IN_CH_STATE_AM_x_CH_RURAL",-0.2614,-0.42
"93","IN_CH_SCHOOL_LARGE_SIZE_x_FC_NO_SPORTS_QUAD",-0.2687,-0.43
"94","IN_CH_STATE_PI_x_CH_PRIVATE",-0.2756,-0.44
"95","IN_CH_STATE_CE_x_FC_COMPUTER_LAB",-0.3243,-0.52
"96","IN_CH_STATE_SP_x_FC_COMPUTER_LAB",-0.3313,-0.53
"97","IN_CH_STATE_PI_x_CH_RURAL",-0.3386,-0.54
"98","IN_CH_MUNICIPAL_x_FC_ANTENNA_EQUIPMENT",-0.3653,-0.58
"99","IN_CH_STATE_SP_x_CH_STATE",-0.3662,-0.59
"100","IN_CH_STATE_SP_x_FC_SCIENCE_LAB",-0.4569,-0.73
"101","IN_CH_MUNICIPAL_x_FC_HAS_SPORTS_QUAD",-0.4878,-0.78
"102","IN_CH_STATE_MA_x_CH_RURAL",-0.5599,-0.89
"103","IN_CH_STATE_MG_x_FC_TV_EQUIPMENT",-0.5673,-0.91
"104","IN_CH_STATE_TO_x_FC_HAS_SPORTS_QUAD",-0.5694,-0.91
"105","IN_CH_STATE_BA_x_CH_RURAL",-0.5854,-0.94
"106","IN_CH_STATE_x_FC_NO_SPORTS_QUAD",-0.5954,-0.95
"107","IN_CH_STATE_CE_x_FC_HAS_SPORTS_QUAD",-0.6245,-1
"108","IN_CH_STATE_TO_x_FC_SCIENCE_LAB",-0.6878,-1.1
"109","IN_CH_STATE_RR_x_CH_PRIVATE",-0.8252,-1.32
"110","IN_CH_STATE_SP_x_FC_HAS_SPORTS_QUAD",-0.8333,-1.33
"111","IN_CH_STATE_RN_x_FC_SCIENCE_LAB",-0.8698,-1.39
"112","IN_CH_PRIVATE_x_FC_NO_SPORTS_QUAD",-0.9005,-1.44
"113","IN_CH_URBAN_x_FC_NO_SPORTS_QUAD",-1.0039,-1.6
"114","IN_CH_STATE_RS_x_FC_NO_SPORTS_QUAD",-1.0308,-1.65
"115","IN_CH_FEDERAL_x_FC_NO_SPORTS_QUAD",-1.0395,-1.66
"116","IN_CH_STATE_PR_x_FC_NO_SPORTS_QUAD",-1.0948,-1.75
"117","IN_CH_RURAL_x_FC_SCIENCE_LAB",-1.1572,-1.85
"118","IN_CH_STATE_PA_x_FC_SCIENCE_LAB",-1.2227,-1.95
"119","IN_CH_STATE_PA_x_CH_PRIVATE",-1.2742,-2.04
"120","IN_CH_RURAL_x_FC_HAS_SPORTS_QUAD",-1.305,-2.08
"121","IN_CH_STATE_AP_x_CH_SCHOOL_LARGE_SIZE",-1.5922,-2.54
"122","IN_CH_STATE_SE_x_FC_SCIENCE_LAB",-1.6423,-2.62
"123","IN_CH_STATE_ES_x_CH_FEDERAL",-2.852,-4.56
"124","IN_CH_STATE_SP_x_CH_FEDERAL",-3.246,-5.19
"125","IN_CH_STATE_AC_x_FC_SCIENCE_LAB",-3.7544,-6
"126","IN_CH_STATE_RR_x_CH_FEDERAL",-3.8673,-6.18
"127","IN_CH_STATE_AL_x_CH_FEDERAL",-4.13,-6.6
"128","IN_CH_STATE_RO_x_CH_FEDERAL",-4.4122,-7.05
"129","IN_CH_STATE_RN_x_CH_FEDERAL",-4.9121,-7.85
"130","IN_CH_STATE_PE_x_CH_FEDERAL",-5.843,-9.33
