"","Variable","Coefficient","Coefficient/ATE"
"1","FC_COMPUTER_LAB",21.8602,-12.35
"2","FC_LIBRARY",17.4416,-9.85
"3","IN_CH_STATE_SC_x_FC_SCIENCE_LAB",1.923,-1.09
"4","FC_INTERNET",1.5638,-0.88
"5","IN_CH_STATE_PR_x_FC_COMPUTER_LAB",0.2212,-0.12
"6","IN_CH_STATE_CE_x_CH_FUNDAMENTAL_EDU_I",-0.0778,0.04
"7","CH_STATE_CE",-0.0866,0.05
"8","IN_CH_STATE_CE_x_FC_COMPUTER_LAB",-0.2448,0.14
"9","STR_TEACHERS_INCOMPLETE_FUNDEDU",-3.5937,2.03
"10","IN_CH_RURAL_x_FC_NO_SPORTS_QUAD",-10.9973,6.21
