"","Variable","Coefficient","Coefficient/ATE"
"79","IN_CH_STATE_MS_x_FC_ANTENNA_EQUIPMENT",0.0022,0
"80","FC_ROOMS_AVAILABLE",0.0014,0
"81","IN_CH_SCHOOL_LARGE_SIZE_x_FC_COMPUTER_LAB",0.0011,0
"82","CH_CLASSES_FUNDAMENTAL_EDU_T",0.001,0
"83","ST_FUND_EDU_TEACHERS",9e-04,0
"84","IN_CH_FUNDAMENTAL_EDU_I_x_FC_SCIENCE_LAB",8e-04,0
"85","IN_CH_STATE_PR_x_CH_STATE",6e-04,0
"86","IN_CH_FUNDAMENTAL_EDU_I_x_FC_COMPUTER_LAB",1e-04,0
"87","IN_CH_STATE_PI_x_FC_WATER",0,0
"88","IN_CH_STATE_PI_x_FC_ELECTR",0,0
"89","IN_CH_FEDERAL_x_FC_INTERNET",0,0
"90","IN_CH_FUNDAMENTAL_EDU_T_x_FC_SCIENCE_LAB",0,0
"91","FC_NUMBER_COMPUTERS",-1e-04,0
"92","IN_CH_FEDERAL_x_FC_TV_EQUIPMENT",-1e-04,0
"93","IN_CH_STATE_PI_x_FC_SEWAGE",-2e-04,0
"94","CH_MATRI_FUNDAMENTAL_EDU_I",-3e-04,0
"95","CLASS_STUDENT_TEACHER_RATIO",-5e-04,0
"96","IN_CH_STATE_PI_x_FC_TV_EQUIPMENT",-8e-04,0
"97","IN_CH_PRIVATE_x_FC_INTERNET",-0.0013,0
"98","IN_CH_STATE_SP_x_FC_WATER_PUBLIC",-0.0018,0
"99","IN_CH_MUNICIPAL_x_FC_INTERNET",-0.0035,0
"100","IN_CH_FEDERAL_x_FC_COMPUTER_LAB",-0.0038,0
"101","IN_CH_STATE_PI_x_FC_ELECTR_PUBLIC",-0.0043,0
"102","IN_CH_STATE_x_FC_SEWAGE_PUBLIC",-0.0044,0
"103","IN_CH_FEDERAL_x_FC_COMPUTER",-0.0051,0
"104","IN_CH_FEDERAL_x_FC_HAS_SPORTS_QUAD",-0.0056,0
"105","IN_CH_STATE_AL_x_FC_ANTENNA_EQUIPMENT",-0.0128,0
"106","IN_CH_STATE_AM_x_FC_NO_SPORTS_QUAD",-0.0138,0
"107","IN_CH_STATE_PI_x_CH_FUNDAMENTAL_EDU_I",-0.0162,0
"108","IN_CH_STATE_PI_x_CH_FUNDAMENTAL_EDU_T",-0.0236,-0.01
"109","IN_CH_STATE_DF_x_CH_URBAN",-0.0251,-0.01
"110","IN_CH_STATE_AL_x_FC_SEWAGE_PUBLIC",-0.0277,-0.01
"111","CH_STATE_PI",-0.0288,-0.01
"112","IN_CH_STATE_MS_x_CH_PRIVATE",-0.0327,-0.01
"113","IN_CH_STATE_MG_x_FC_NO_SPORTS_QUAD",-0.0385,-0.01
"114","IN_CH_RURAL_x_FC_SEWAGE_PUBLIC",-0.0428,-0.01
"115","IN_CH_STATE_PI_x_FC_HAS_SPORTS_QUAD",-0.0845,-0.03
"116","IN_CH_STATE_MA_x_CH_STATE",-0.0851,-0.03
"117","IN_CH_STATE_MA_x_CH_SCHOOL_LARGE_SIZE",-0.0905,-0.03
"118","IN_CH_STATE_ES_x_CH_MUNICIPAL",-0.0919,-0.03
"119","IN_CH_STATE_RO_x_CH_MUNICIPAL",-0.0942,-0.03
"120","IN_CH_STATE_CE_x_FC_NO_SPORTS_QUAD",-0.0986,-0.03
"121","IN_CH_STATE_PI_x_CH_STATE",-0.1038,-0.03
"122","IN_CH_STATE_PB_x_FC_SEWAGE_PUBLIC",-0.106,-0.03
"123","IN_CH_STATE_RJ_x_CH_FEDERAL",-0.1178,-0.04
"124","IN_CH_STATE_PB_x_FC_SCIENCE_LAB",-0.1235,-0.04
"125","IN_CH_STATE_RO_x_FC_SEWAGE_PUBLIC",-0.1308,-0.04
"126","IN_CH_STATE_PE_x_CH_PRIVATE",-0.1459,-0.04
"127","IN_CH_STATE_AM_x_CH_MUNICIPAL",-0.1528,-0.05
"128","IN_CH_MUNICIPAL_x_FC_WATER_PUBLIC",-0.165,-0.05
"129","IN_CH_STATE_PA_x_FC_SEWAGE_PUBLIC",-0.1695,-0.05
"130","IN_CH_STATE_PI_x_FC_SCIENCE_LAB",-0.1729,-0.05
"131","IN_CH_STATE_SP_x_FC_COMPUTER_LAB",-0.1744,-0.05
"132","IN_CH_STATE_ES_x_CH_RURAL",-0.1795,-0.05
"133","IN_CH_STATE_AL_x_FC_WATER_PUBLIC",-0.1885,-0.06
"134","IN_CH_STATE_SC_x_CH_RURAL",-0.189,-0.06
"135","IN_CH_STATE_SE_x_FC_SEWAGE_PUBLIC",-0.1932,-0.06
"136","IN_CH_URBAN_x_FC_NO_SPORTS_QUAD",-0.1968,-0.06
"137","IN_CH_STATE_MA_x_FC_SEWAGE_PUBLIC",-0.1972,-0.06
"138","IN_CH_STATE_BA_x_CH_STATE",-0.2071,-0.06
"139","IN_CH_STATE_RN_x_CH_RURAL",-0.2133,-0.06
"140","IN_CH_STATE_BA_x_FC_SCIENCE_LAB",-0.2268,-0.07
"141","IN_CH_FEDERAL_x_FC_SCIENCE_LAB",-0.2295,-0.07
"142","IN_CH_STATE_MS_x_CH_STATE",-0.2362,-0.07
"143","IN_CH_STATE_SP_x_FC_HAS_SPORTS_QUAD",-0.2566,-0.08
"144","IN_CH_STATE_RR_x_CH_MUNICIPAL",-0.2621,-0.08
"145","IN_CH_STATE_ES_x_FC_ANTENNA_EQUIPMENT",-0.2669,-0.08
"146","IN_CH_STATE_PA_x_CH_STATE",-0.2853,-0.09
"147","IN_CH_STATE_x_FC_NO_SPORTS_QUAD",-0.2935,-0.09
"148","IN_CH_STATE_ES_x_FC_NO_SPORTS_QUAD",-0.2939,-0.09
"149","IN_CH_STATE_AL_x_FC_SCIENCE_LAB",-0.3252,-0.1
"150","IN_CH_PRIVATE_x_FC_HAS_SPORTS_QUAD",-0.3331,-0.1
"151","IN_CH_STATE_PI_x_FC_SEWAGE_PUBLIC",-0.3338,-0.1
"152","IN_CH_STATE_PE_x_FC_NO_SPORTS_QUAD",-0.3368,-0.1
"153","IN_CH_STATE_SC_x_CH_MUNICIPAL",-0.3385,-0.1
"154","IN_CH_STATE_BA_x_FC_SEWAGE_PUBLIC",-0.3407,-0.1
"155","IN_CH_STATE_PR_x_CH_RURAL",-0.3409,-0.1
"156","IN_CH_MUNICIPAL_x_FC_SCIENCE_LAB",-0.3446,-0.1
"157","IN_CH_STATE_RR_x_CH_FEDERAL",-0.3475,-0.1
"158","IN_CH_STATE_TO_x_FC_SEWAGE_PUBLIC",-0.3544,-0.11
"159","IN_CH_STATE_RN_x_FC_HAS_SPORTS_QUAD",-0.3569,-0.11
"160","IN_CH_STATE_PA_x_FC_SCIENCE_LAB",-0.359,-0.11
"161","IN_CH_STATE_PR_x_FC_NO_SPORTS_QUAD",-0.3764,-0.11
"162","IN_CH_STATE_SE_x_FC_HAS_SPORTS_QUAD",-0.3828,-0.12
"163","IN_CH_STATE_CE_x_CH_SCHOOL_LARGE_SIZE",-0.4068,-0.12
